ApplyLink,Company,Description,Jobtype,Location,Logo,Skill,Title
https://www.careerbuilder.com/job/J2Z0RM6YWGV0FBB2DVF?ipath=CRJR117,Rose International,"
Think you're the perfect candidate?
Think you're the perfect candidate?",Full-Time, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default5-8e8a7d2224a22a7f1fe290c8d9116f74cce0e7e9956afcdfbb765cb094b270f2.png,#Designing#Microsoft Office#Training#Written Communication,Instructional Designer
https://www.careerbuilder.com/job/J3P4MR6PDSHWMV29G54?ipath=CRJR116,The Jacobson Group,"A life insurance client is seeking support in their finance dept. to help with their quarter and year end close process. This role will be 100% remote / work from homeExperience Requirements:
Think you're the perfect candidate?
Think you're the perfect candidate?Review accounting records,Analyze data for specific reportsCreate required reports for upper management",Contractor, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default2-bd8c6d17bb86a865779a69ea7731fd5bb86183b048a23de8a664038f54eba104.png,#Accounting#Financial Reporting#Insurance#Insurance Accounting#Statutory,Financial Reporting Accountant
https://www.careerbuilder.com/job/J2R1SY77S7027G9T667?ipath=CRJR115,ClearBridge Technology Group,"
Think you're the perfect candidate?
Think you're the perfect candidate?",Contractor, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default1-7df719a90b0e2258adfb41fbed2276da603bf1204f7b44d20bcd874c2e3f2c63.png,#Guardian#Hp Store Once#Non Stop,Remote NonStop Administrator
https://www.careerbuilder.com/job/J2P30X5XXZQR77W9F9T?ipath=CRJR114,Rose International,"
Think you're the perfect candidate?
Think you're the perfect candidate?",Full-Time, MI,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default1-7df719a90b0e2258adfb41fbed2276da603bf1204f7b44d20bcd874c2e3f2c63.png,#Blueprints#Ms Tools#Osha#Production Support#Supply Chain,Materials Management Specialist
https://www.careerbuilder.com/job/J3Q6RY6ZH98ZZKK133M?ipath=CRJR113,Volunteers of America National Services,"        The work environment characteristics and physical demands described here are representative of those and employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.  Please note that this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.
Think you're the perfect candidate?
Think you're the perfect candidate?Identify and cultivate relationships with prospective investors that are well positioned to provide grants, equity, or below-market debt to support VOA impact investing strategies, particularly VOA Funds for housing, health, and social enterprises.Formulate concept requests and develop pitches for funders in support capitalization goals.Data analysis and communication of VOA's social impact investing strategic, including Impact Reports, funder updates, and other printed and online marketing collateral.Develop approaches to elevate the value of VOA's social impact investing strategy in the market to spur though-leadership and growth opportunities.Support in growing organizational capacity for business development and social entrepreneurship via a Business Development Network, including sourcing national subject matter experts and coordinating a consistent stream of engagement and measurable progress with members.Track and manage the Futures and Housing Fund portfolios.Manage administration functions of the Futures Fund Board of Directors.Fund investors.Help3to cultivate pipeline of Futures Fund investments opportunities, including direct outreach to affiliates, partners and internal task forces.Evaluate grant proposals, and underwrite debt and equity investment opportunities, to present to staff and the Futures Fund Investment Committee.Implement data collection reporting system for financial and social impact data.A graduate degree, MBA preferred (essential if fewer than 3 years relevant work experience; not required with more years of relevant work experience.Demonstrated experience in impact capital, social entrepreneurship and/or fund management.A track record of effective business development translating to new and repeat revenueStrong quantitative and qualitative research skills, and an aptitude for critical thinking and complex problem solving; Financial analysis and excel skills are a must.Excellent written and oral communications skills, including the ability to quickly research, synthesize, and summarize critical findings on unfamiliar topics; Design experience with Adobe, PowerPoint and other similar programs a plus.Create collaboration skills, must love working together with internal teams and creating external partnerships.Passionate about finding creative solutions to meet the needs of the nation's most vulnerable.Skilled at performing responsibilities remotely, being fully engaged in work and team activities and meeting deadlines without requiring daily, in-person management.Ability to manage multiple and competing projects, and work both independently and collaboratively as part of a team.Willingness and ability to express contrary views and seek consensus against other priorities such as time and budget constraints.Strong professional ethics which include approaching others in a tactful manner, reacting well under pressure; treating others with respect and consideration regardless of their status or position; accepting responsibility for own actions; following through on commitments and maintaining confidentiality.Working knowledge of Microsoft Office including Outlook, Word, Excel, and PowerPoint. Strong knowledge of Excel, accounting skills including related financial statements, computer systems / software.Ability to work flexible hours. Ability to travel is required.Works in office areas. Interacts with staff, consultants, and outside vendors. May be subjected to interruptions throughout the workday.While performing the duties of this job the employee is frequently required to sit; use hands to finger, handle, or feel; talk and hear. The employee is occasionally required to life up to 10 pounds. The vision requirements includes close vision.",Full-Time,"Alexandria, GA",https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default1-7df719a90b0e2258adfb41fbed2276da603bf1204f7b44d20bcd874c2e3f2c63.png,#Equities#Leadership#Finance#Critical Thinking#Management#Coordinating,"Senior Manager, Social Impact Development"
https://www.careerbuilder.com/job/J2W0WQ6HM003Q3KCWDW?ipath=CRJR111,Freedom Mortgage,"Immediate remote opportunities for  with Freedom Mortgage is a privately held, full-service residential mortgage lender licensed in all 50 states, Washington D.C., Puerto Rico and the Virgin Islands. We are one of the largest and fastest-growing privately held mortgage companies in the country, as well as a top 5 residential lender in the USA. And we are continuing to grow!Underwrites residential loans ensuring compliance with appropriate company, secondary market investor standards and all applicable laws. The Underwriter will be responsible for examining conventional loan documentation for accuracy and completeness. Must be able to underwrite loans within the company and industry guidelines. The Underwriter will also be working with the sales and operations teams to secure all required documents
Think you're the perfect candidate?
Think you're the perfect candidate?SIGN ON BONUSDE Fast Track Program – Earn your DE credential in as little as 6 weeksAn organization ranked #1 for FHA and Other Government-Backed loans by Money Magazine100% Work from home roleCompetitive compensation with bonus and over time eligibilityA strong team environment that prides themselves on quality loansGreat training opportunitiesAnd so much more!Underwrites loans to verify for completeness, accuracy, and complianceDevelops and maintains an up to date and sound knowledge of multiple loan product guidelines offered by the company, DU/LP guidelines, and risk assessment tools used to decision mortgage loansReworks loans to new terms, identifies additional conditions as needed to insure a viable credit decisionReviews and evaluates borrower(s) profile including but not limited to all income documentation, tax returns, credit reports, preliminary report, judgments, bankruptcy documents and appraisalsAnalyzes and calculates income documentation such as personal and business income statements and ensures all necessary documentation is requested to support final loan decisionsDetermines accuracy and completeness of files; ensures processes are consistentDemonstrates proficiency in automated underwriting systems (DU, LP)Maintains a sound knowledge of secondary market activity, practices, and business/industry practices as they impact underwriting quality and origination activityMaintains pre-established service level standard of decisions within a time frame set by the companyCommunicates regularly with sales team, processors and managementAssists in the preparation of repurchase responses and/or rebuttal reviewsHigh School Diploma or GED required1 - 5 years of front end underwriting experience requiredDesignations: Active CHUMS ID DE, LAPP/SAR preferredStrong analytical and decision making/problem solving skillsPossess a keen eye for accuracy, attention to detail and ability to handle a high volume work loadProficient in computers including LOS systems, Microsoft Office and Excel. Ability to adapt/ learn/utilize multiple software programs.Experience with paperless environment preferred.Ability to type/use a keyboard with sufficient speed and accuracy to meet job demandAbility to deliver effective results and to meet deadlines with minimal supervisionSelf-starter, adapt to a changing environment and have the ability to communicate and work well with Investors and co-workers",Full-Time, NJ,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default4-2f7ce52a07392fe81b1f18d06df6e62b632c9488b16d620bbc81654c18edb2fd.png,#Loans#Underwriting#Credit Reports#Tax Return#Appraisals#Mortgage Loans,Mortgage Underwriter - Work From Home
https://www.careerbuilder.com/job/J3Q4CC77THRMQ2ZLB28?ipath=CRJR109,Guaranteed Rate,"
Think you're the perfect candidate?
About Guaranteed Rate: Guaranteed Rate is the 5th largest retail mortgage lender in the U.S. By offering industry-leading tools, low-rate mortgages and unparalleled customer service, we’ve become the Home Purchase Experts®. At Guaranteed Rate, we think big—pushing beyond what most people believe is possible. We strive to work with the best of the best, building business with the best referral partners and hiring the best employees—allowing us to deliver world-class customer service. Our goal is to make sure every customer has a great experience. Headquartered in Chicago with 5,000+ employees in 300+ offices across the U.S. and licensed in all 50 states, we’ve helped thousands of homeowners with more than $37 billion in home purchase loans and refinances in just the past year alone. What's the Role? We are currently seeking a hard-working, dedicated VA/SAR Underwriter to join our innovative and passionate team. Remote Option. Responsibilities: 
Think you're the perfect candidate?",Full-Time, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default2-bd8c6d17bb86a865779a69ea7731fd5bb86183b048a23de8a664038f54eba104.png,#Loans#Underwriting#Mortgage Loans#Appraisals#Mortgage Underwriting#Encompass,VA Mortgage Underwriter- Remote
https://www.careerbuilder.com/job/JDD8BC5YKNH0G1JQS8F?ipath=CRJR110,"Ideal Concepts, Inc.","Open Enrollment Period (OEP) is fast approaching and we’re excited to grow our team of licensed insurance sales agents who work our unlimited, real time and company provided leads 100% from home.Ideal Concepts was founded in 2004 and has been recognized on the Inc. 5000 List of fastest growing companies for the past 4 years. We’ve maintained this growth throughout the current economic shutdowns, with an A+ BBB rating and have consistently been recognized as one of the top workplaces in our area. Our insurance sales managers provide live training and ongoing support to our agents to help you become part of our growing sales community!Ideal Concepts approaches every client interaction focusing on their specific life circumstances and needs. To meet the demands of a rapidly growing market, our remote agents have the resources to provide each client with a comprehensive plan that fully meets their needs while providing remarkable service to maintain that client for life. This is accomplished by partnering with our top-rated carriers and products. These include, but are not limited to: United Healthcare, Blue Cross, Anthem, Health Insurance Innovations, Cigna, Highmark, Ambetter, Kaiser, Molina and many more. Through these partnerships our remote agents offer Short-Term Medical Insurance, Affordable Care Act (ACA) Major Medical, Life Insurance, Hospital Indemnity Plans, HSA’s and a full line of ancillary products. Our insurance sales software automatically connects you to unlimited live leads anytime you log in while also providing the tools to manage your current clients. This enables you to maintain strong relationships with your clients while speaking with new and interested buyers every day.
Think you're the perfect candidate?
Think you're the perfect candidate?Uncapped commission potential (Average: $1,500 to $3,000 weekly with top agents earning over $200K annually)Commissions Advance program to allow for predictable & consistent income$1000 Performance Based Signing BonusAll leads, software and private exchange platform provided at no costFlexibility to dictate your own hours (system available 8am-9:30pm, 7 days/wk)Year-round selling with our extensive product portfolioDedicated support and training from our experienced sales management teamCareer Growth Potential – Top agents considered for sales management opportunitiesFull back office supportHealth and Life Insurance LicenseStrong sales skills and experienceAbility to overcome sales objections and close over the phoneAbility to work effectively from homeConnect with company provided leads to sell health and life insurance productsBuild comprehensive policies through a consultative approachGenerate electronic rate quotes and process electronic applicationsService active client base for new sales opportunities",Contractor, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default5-8e8a7d2224a22a7f1fe290c8d9116f74cce0e7e9956afcdfbb765cb094b270f2.png,#Insurance#Insurance Products#Insurance Sales#Sales,"Remote Health Insurance Agent – Company Provided Leads Ideal Concepts, Inc."
https://www.careerbuilder.com/job/J336JZ62F982FTBPWB1?ipath=CRJR108,Rose International,"
Think you're the perfect candidate?
Think you're the perfect candidate?",Full-Time, MD,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default3-dda8ce02d819e5cf6b0502863c9fa6a8041345990c1dbcbcc5c1732b6731a5c1.png,#Data Entry#Scanning,Mortgage Specialist
https://www.careerbuilder.com/job/J307T47112XYD87WBN9?ipath=CRJR150,Imprimis Group,"
Think you're the perfect candidate?
Think you're the perfect candidate?",Full-Time, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default4-2f7ce52a07392fe81b1f18d06df6e62b632c9488b16d620bbc81654c18edb2fd.png,#Encompass#Lending Compliance#Lending Laws#Loans#Problem Solving#Underwriting,Mortgage Underwriter
https://www.careerbuilder.com/job/J3V2VP6MXYM40KDYN46?ipath=CRJR149,CohnReznick LLP,"CohnReznick currently has an exciting career opportunity in the. We are looking for an experienced to join our team on a part-time basis.    As a , you will serve as the engagement lead on specific client accounts, taking responsibility for pre-engagement planning, execution and final deliverables. You will develop detailed engagement work plans, illustrating budgets and schedules. You will develop a thorough understanding of all audit, tax and consulting services provided by the firm, and actively participate in proposals. In managing a team of staff associates, including interns, you will provide regular performance coaching and feedback, while developing individual technical and industry skills. You will gain the respect and confidence of the CohnReznick team through effective client management, timely and accurate communication, and clear and concise direction and leadership. As a part-time employee, you will have flexible working hours and the ability to support the practice from a remote location. CohnReznick does not accept unsolicited resumes from third-party recruiters unless such recruiters are currently engaged by CohnReznick Talent Acquisition Team by way of a written agreement to provide candidates for a specified opening. Any employment agency, person or entity that submits an unsolicited resume does so with the understanding that CohnReznick will have the right to hire that applicant at its discretion without any fee owed to the submitting employment agency, person or entity. CohnReznick is an organization committed to diversity and inclusion to drive our business results and create a better future every day for our diverse employees, clients, partners, and communities. We believe a diverse workforce allows us to match our growth ambitions and drive inclusion across the business. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, age, national origin, or protected veteran status and will not be discriminated against on the basis of disability.  For more information, please see [ Link removed ] - Equal Opportunity/Affirmative Action Employer Minorities/Females/Protected Veterans/Persons with Disabilities Employment is subject to verification of pre-screening tests, which may include background check and credit checkIf you are an individual with a disability in need of assistance at any time during our recruitment process, please contact us at [ Email address blocked ] - . Please note: This email address is reserved for individuals with disabilities in need of assistance and are not a means of inquiry about positions or application statuses.#CB#LI-AW1
Think you're the perfect candidate?
Think you're the perfect candidate?Bachelor's or Master's in AccountingCPA or eligibility to sit for the exam3+ years' experience in a reputable public accounting firmCommercial Services, Non-profit, Financial Services or Commercial Real Estate industry experience preferredKnowledge of audit software CCH, CaseWare, ProSystem Fx or other software a plusExceptional organizational, communication and presentation (verbal and written) skills",Full-Time, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default5-8e8a7d2224a22a7f1fe290c8d9116f74cce0e7e9956afcdfbb765cb094b270f2.png,#Scheduling#Financial Services#Management#Presentations#Leadership#Accounting,Assurance Senior Associate - Part-Time
https://www.careerbuilder.com/job/JD95ZC6S6BKHPP6NQCP?ipath=CRJR147,Rose International,"
Think you're the perfect candidate?
Think you're the perfect candidate?",Full-Time, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default3-dda8ce02d819e5cf6b0502863c9fa6a8041345990c1dbcbcc5c1732b6731a5c1.png,#Contracts#Insurance,Contracts Specialist
https://www.careerbuilder.com/job/J2V0DR6DVVNZQ59WNC3?ipath=CRJR148,Segrera Associates,"Our client is a leading enterprise level MSP .  
Think you're the perfect candidate?
Think you're the perfect candidate?",Full-Time,"Miami Beach FL, FL",https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default3-dda8ce02d819e5cf6b0502863c9fa6a8041345990c1dbcbcc5c1732b6731a5c1.png,#Iso/Iec 27001#Control Objectives For Information And Related Technology (Cobit)#Information Technology Infrastructure Libraries#Service Delivery#Service Desk#Technical Support,IT Service Delivery Manager
https://www.careerbuilder.com/job/J3N5QF6JDMVVP5W2SJQ?ipath=CRJR146,The Jacobson Group,"A client is looking for a Medical Underwriter to support with completing underwriting renewals and new potential clients, review documents for completion, and assist in determining insurance limits and calculating premium cost. This opportunity is anticipated to be 6 months in duration and is 100% work-from-home.
Think you're the perfect candidate?
Think you're the perfect candidate?5+ years of medical underwriting experienceProficiency in data analysis of reporting",Contractor, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default5-8e8a7d2224a22a7f1fe290c8d9116f74cce0e7e9956afcdfbb765cb094b270f2.png,#Insurance#Data Analysis#Underwriting#Medical Underwriting,Medical Underwriter
https://www.careerbuilder.com/job/JD630N6WZ646FLW1P1Q?ipath=CRJR145,RPM Web Media,"Grow your writing career with a simple and flexible freelance gig!DO YOU HAVE WHAT IT TAKES?RPM writers are talented, detail-oriented, professional content creators.In order to apply, you'll need to have:Impeccable grammarStrong research skillsShow-stopping content writing chopsAn understanding of modern content marketing and SEOA professional and collaborative communication style18 years of life under your beltU.S. citizenship & a valid Social Security NumberDOES THAT SOUND LIKE YOU?Work where you want. Traveling? Take us with you! You can submit content from anywhere there's an internet connection.Enjoy These BenefitsOngoing, consecutive tasks. This employer is a great fit for writers looking for one reliable client.An excellent opportunity to work with an experienced and stable organization that has employed a growing team of writers for almost a decade. They know the value of a proficient writer.Receive prompt payment.Opportunities for rate increases.Writing RequirementsMust be able to provide densely factual and informative content.Must follow a template, brief, or outlined instructions involving keyword usage, section topics, and headings.Superior command of English grammar/ Native USA English requiredAll work must be uniqueSTARTING RATE: up to $8/100 words(based on the samples you provide and assessment period)EXPERIENCE REQUIRED: Minimum of 6 monthsMINIMUM OUTPUT: 10,000 words/wkTYPE OF CONTENT NEEDED:BUSINESS, PROFESSIONAL, LAW, HEALTHWEBSITE BLOG POSTSWEBSITE SERVICE PAGES CONTENTAFFILIATE WEBSITE CONTENT CLIENT TYPE: Digital Marketing AgencyCOMPANY SIZE: 50+DURATION: Ongoing
Think you're the perfect candidate?
Think you're the perfect candidate?",Full-Time/Part-Time, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default2-bd8c6d17bb86a865779a69ea7731fd5bb86183b048a23de8a664038f54eba104.png,#Articles#Content Writing#Copy Editing#Website Writing#Writing,Content Writer
https://www.careerbuilder.com/job/J2Z5HR5XJ9NT259GQC2?ipath=CRJR144,HCL,"
Think you're the perfect candidate?
Think you're the perfect candidate?",Full-Time, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default2-bd8c6d17bb86a865779a69ea7731fd5bb86183b048a23de8a664038f54eba104.png,#Mortgage Loans#Mortgage Underwriting#Underwriting,Mortgage Loan Underwriter
https://www.careerbuilder.com/job/J2R1WB6SJ5JXZJWC2BC?ipath=CRJR142,Rose International,"
Think you're the perfect candidate?
Think you're the perfect candidate?",Full-Time, PA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default1-7df719a90b0e2258adfb41fbed2276da603bf1204f7b44d20bcd874c2e3f2c63.png,#Attention To Detail#Cutters#Hammers#Warehousing,Manufacturing Technician
https://www.careerbuilder.com/job/JD789F6YHJHVXZBQ9ZM?ipath=CRJR141,Managed Care Staffers,"
Think you're the perfect candidate?
Think you're the perfect candidate?",Full-Time, IL,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default2-bd8c6d17bb86a865779a69ea7731fd5bb86183b048a23de8a664038f54eba104.png,#Licensed Practical Nurse#Lpn#Medical Records#Polish Language#Registered Nurse Certified#Rn,Staff Nurses (RNs or LPNs) Needed
https://www.careerbuilder.com/job/JDH21S71CBWXNC2WQ05?ipath=CRJR143,Teleperformance,"This is an entry level HR position. The HR Coordinator serves as a liaison between Corporate Human Resources and the Contact Center, assisting in a variety of personnel issues, and manages the employee life cycle.• Serve as employee advocate in Call Center  • Communicate and work closely with other Contact Center departments• Review and validate all new hire paperwork• Activate new hires in Call Center Management System  • Create and maintain ‘Active’ and ‘Termed’ personnel files• Coordinate and manage unemployment hearings• Facilitate the processing of Leave of Absence requests• Assist with Workers Compensation reporting and investigations• Administer company group health insurance plans• Assist in administration of 401(k) benefit plan• Assist Corporate Human Resources and Contact Center Management with various tasks• Facilitate employee roundtable/one-on-ones as needed• Administer and enforce Company policies and procedures• Conduct employee exit interviews• Create and administer morale-building employee recognition programs• Oversee site civic activities• Perform other related duties as required• Interpret and ensure self and subordinates are in compliance with Company/client specific policies, procedures and initiatives, and all laws•         High School Diploma or General Educational Development Degree (GED)•         College degree preferred•         Previous experience in Human Resources-related field required •         Must be at least 18 years old•         Excellent skills in Microsoft Office software•         Excellent English speaking and writing required•         Excellent leadership, motivational, and multi-tasking skills•         Work well with others in a busy work environment•         Position requires flexible availability and must be able to adjust schedule as needed•         Ability to work under pressure and meet deadlines•         Maintain exemplary attendance record•         Ability to view a computer monitor for several hours at a time•         Ability to sit or stand for several hours at a time•         Proficiency with specialized software programs and hardware necessary on some projects•         Pass mandatory background checks which may include pre-screenings, pre-employment drug screen •         Must be eligible to work in the United States
Think you're the perfect candidate?
Think you're the perfect candidate?",Full-Time, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default1-7df719a90b0e2258adfb41fbed2276da603bf1204f7b44d20bcd874c2e3f2c63.png,#Stress Management#Workers' Compensation#Management#Background Checks#Multitasking#Coaching And Mentoring,Human Resources Coordinator
https://www.careerbuilder.com/job/J314V16WF797HSVGL8Q?ipath=CRJR140,WinTrio,"WinTrio is looking for full stack Java developers at both mid and senior levels in and around the Atlanta, GA area. Mid-level candidates should have 5+ years of experience and senior developers should have 10+ years of experience with Java front and back end development stack. Candidates should be US citizens. Candidates having prior work experience with Center for Disease Control(CDC) and/or healthcare industry will be preferred. Candidates should be comfortable with most of the following technologies:WINTrio, LLC (WINTrio) is a Small Business Administration (SBA) certified 8(a) and Historically Underutilized Business Zone (HUBZone) organization with a successful record of delivering high-quality technical and professional services to several federal and commercial customers. WINTrio brings deep and broad Cybersecurity experience, Cloud/DevSecOps, Software Development, Project Management, and Administrative services for multiple federal and commercial clients including deep healthcare expertise. It caters to both Federal and Commercial clients including DHS, USCIS, USAid and Walmart, among others. Visit our website, www.wintrio.com for additional info.Candidates should have proven ability to work independently and as a team member. They should have good organizational, multi-tasking, and time-management skills. Roles and Responsibilities would include:
Think you're the perfect candidate?
Think you're the perfect candidate?J2ee environmentSOA and web servicesMicroservicesAWS/AzureJavascriptSpringHibernateStrutsAngular.jsReact.jsMavenJenkinsSQLJiraSVNDockerCollaborate with teams to deliver application and featuresTriage and prioritize feature requests or issuesSupport Project during production deploymentCreate clean, modern, testable and well-documented codeParticipate in all the meetings for analysis, design, and implementation planCollaborate with the team to design and implement solutionsDeploy incremental changes in our high-paced agile environmentWork with UI designers and developers to implement attractive designs",Full-Time, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default2-bd8c6d17bb86a865779a69ea7731fd5bb86183b048a23de8a664038f54eba104.png,#Angular Js#Cloud Computing#Java 8#Javascriptcore#Reactjs#Spring Framework,"Full Stack Java Developer near Atlanta, GA"
https://www.careerbuilder.com/job/J2V50S6YD7831LFVJLJ?ipath=CRJR139,Invision Integrated Behavioral Health LLC,"       
Think you're the perfect candidate?
Think you're the perfect candidate?",Part-Time, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default5-8e8a7d2224a22a7f1fe290c8d9116f74cce0e7e9956afcdfbb765cb094b270f2.png,#Basic Computer#Telephone Skills,"Part time Assessment Representative / $250 - $500 daily, US-work from home"
https://www.careerbuilder.com/job/JDD8BC5YKNH0G1JQS8F?ipath=CRJR137,"Ideal Concepts, Inc.","Open Enrollment Period (OEP) is fast approaching and we’re excited to grow our team of licensed insurance sales agents who work our unlimited, real time and company provided leads 100% from home.Ideal Concepts was founded in 2004 and has been recognized on the Inc. 5000 List of fastest growing companies for the past 4 years. We’ve maintained this growth throughout the current economic shutdowns, with an A+ BBB rating and have consistently been recognized as one of the top workplaces in our area. Our insurance sales managers provide live training and ongoing support to our agents to help you become part of our growing sales community!Ideal Concepts approaches every client interaction focusing on their specific life circumstances and needs. To meet the demands of a rapidly growing market, our remote agents have the resources to provide each client with a comprehensive plan that fully meets their needs while providing remarkable service to maintain that client for life. This is accomplished by partnering with our top-rated carriers and products. These include, but are not limited to: United Healthcare, Blue Cross, Anthem, Health Insurance Innovations, Cigna, Highmark, Ambetter, Kaiser, Molina and many more. Through these partnerships our remote agents offer Short-Term Medical Insurance, Affordable Care Act (ACA) Major Medical, Life Insurance, Hospital Indemnity Plans, HSA’s and a full line of ancillary products. Our insurance sales software automatically connects you to unlimited live leads anytime you log in while also providing the tools to manage your current clients. This enables you to maintain strong relationships with your clients while speaking with new and interested buyers every day.
Think you're the perfect candidate?
Think you're the perfect candidate?Uncapped commission potential (Average: $1,500 to $3,000 weekly with top agents earning over $200K annually)Commissions Advance program to allow for predictable & consistent income$1000 Performance Based Signing BonusAll leads, software and private exchange platform provided at no costFlexibility to dictate your own hours (system available 8am-9:30pm, 7 days/wk)Year-round selling with our extensive product portfolioDedicated support and training from our experienced sales management teamCareer Growth Potential – Top agents considered for sales management opportunitiesFull back office supportHealth and Life Insurance LicenseStrong sales skills and experienceAbility to overcome sales objections and close over the phoneAbility to work effectively from homeConnect with company provided leads to sell health and life insurance productsBuild comprehensive policies through a consultative approachGenerate electronic rate quotes and process electronic applicationsService active client base for new sales opportunities",Contractor, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default3-dda8ce02d819e5cf6b0502863c9fa6a8041345990c1dbcbcc5c1732b6731a5c1.png,#Insurance#Insurance Products#Insurance Sales#Sales,"Remote Health Insurance Agent – Company Provided Leads Ideal Concepts, Inc."
https://www.careerbuilder.com/job/JCM1PY704SYRL2J36SP?ipath=CRJR136,Beecher Carlson Insurance Services,"
Think you're the perfect candidate?
Think you're the perfect candidate?",Full-Time,"New York, NY, NY",https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default3-dda8ce02d819e5cf6b0502863c9fa6a8041345990c1dbcbcc5c1732b6731a5c1.png,#Microsoft Excel#Insurance#Critical Thinking#Spreadsheets#Decision Making#Leadership,"Vice President, Cyber Risk and Executive Liability"
