Company,Description,Jobtype,Location,Logo,Merges,Skill,Title,CoIndustry,CoWebsite
CohnReznick LLP,"Get similar jobs sent to your emailGet similar jobs sent to your emailCohnReznick LLP is seeking a  for its growing and fast-paced  team. This opportunity is both full-time and remote.The  is part of the Enterprise Architecture discipline at CohnReznick. The solutions architect is accountable for proactively and holistically leading or supporting enterprise architecture activities for creating deliverables that guide the developing direction for managing a portfolio of solutions in response to disruptive forces, and driving achieving targeted business outcomes. Solutions include systems (including applications, technologies, processes and information), shared infrastructure services and shared application services (including custom developed applications).Solutions architects provide the necessary leadership, analysis, and design tasks related to the development of an enterprise's solutions architecture. This individual creates deliverables that help develop the direction for managing the organization's portfolio of 'as is' and 'to be' solutions — including systems (inclusive of applications, processes and information), shared infrastructure services, and shared application services and components to better match targeted business outcome objectives.Solutions architects leverage and use technology solutions to enable the organization's future-state business capabilities that, in turn, drive the organization's targeted outcomes. They facilitate and orchestrate the delivery of targeted business outcomes.Learn more:[ Link removed ] -  Connect with us:[ Link removed ] - [ Link removed ] - [ Link removed ] - [ Link removed ] -  [ Link removed ] -  #CB #LI-JG1 #GD #LI-Remote
Help us improve CareerBuilder by providing feedback about this job:Job ID: 2611
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default5-8e8a7d2224a22a7f1fe290c8d9116f74cce0e7e9956afcdfbb765cb094b270f2.png,https://www.careerbuilder.com/company/cohnreznick-llp/CHM4LV743SMV6WZ94XS,#Systems Analysis#Application Development#Architecture#Infrastructure#Leadership#Information Technology,Solutions Architect,Other Great Industries,https://www.careerbuilder.com/job/J3Q87773YNBVBVLW2YP?ipath=CRJR146
CohnReznick LLP,"Get similar jobs sent to your emailGet similar jobs sent to your emailCohnReznick currently has an exciting career opportunity, for an  to join our Government Contract Practice, based out of our  office. The Associatewill work closely with client management to provide timely, efficient accounting and consulting support in the government contracting environment.  You will be responsible for preparation of the daily and monthly activities of our clients’ accounting departments as well as prepare and coordinate year end close and post-closing activities.  In addition, you will have responsibility to execute a wide range of advisory services on various ongoing special projects with our government contractor clients.  Normally this person will be working with 2-4 clients at any given time and performing time-management to prioritize the workload.#LI-TK1 #CB #GD
Help us improve CareerBuilder by providing feedback about this job:Job ID: 2448
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Contractor,Work From Home,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default3-dda8ce02d819e5cf6b0502863c9fa6a8041345990c1dbcbcc5c1732b6731a5c1.png,https://www.careerbuilder.com/company/cohnreznick-llp/CHM4LV743SMV6WZ94XS,#Verbal Communication#Time Management#Government Contracting#Complex Problem Solving#Financial Statements#Social Skills,"Associate, Government Contract Accounting & Advisory",Other Great Industries,https://www.careerbuilder.com/job/J3Q87773YNBVBVLW2YP?ipath=CRJR146
CohnReznick LLP,"Get similar jobs sent to your emailGet similar jobs sent to your emailCohnReznick currently has an exciting career opportunity in the. We are looking for an experienced to join our team  on a part-time basis!   As a , you will serve as the engagement lead on specific client accounts, taking responsibility for pre-engagement planning, execution and final deliverables. You will develop detailed engagement work plans, illustrating budgets and schedules. You will develop a thorough understanding of all audit, tax and consulting services provided by the firm, and actively participate in proposals. In managing a team of staff associates, including interns, you will provide regular performance coaching and feedback, while developing individual technical and industry skills. You will gain the respect and confidence of the CohnReznick team through effective client management, timely and accurate communication, and clear and concise direction and leadership. As a part-time employee, you will have flexible working hours and the ability to support the practice from a remote location. CohnReznick does not accept unsolicited resumes from third-party recruiters unless such recruiters are currently engaged by CohnReznick Talent Acquisition Team by way of a written agreement to provide candidates for a specified opening. Any employment agency, person or entity that submits an unsolicited resume does so with the understanding that CohnReznick will have the right to hire that applicant at its discretion without any fee owed to the submitting employment agency, person or entity. CohnReznick is an organization committed to diversity and inclusion to drive our business results and create a better future every day for our diverse employees, clients, partners, and communities. We believe a diverse workforce allows us to match our growth ambitions and drive inclusion across the business. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, age, national origin, or protected veteran status and will not be discriminated against on the basis of disability.  For more information, please see [ Link removed ] - Equal Opportunity/Affirmative Action Employer Minorities/Females/Protected Veterans/Persons with Disabilities Employment is subject to verification of pre-screening tests, which may include background check and credit checkIf you are an individual with a disability in need of assistance at any time during our recruitment process, please contact us at [ Email address blocked ] - . Please note: This email address is reserved for individuals with disabilities in need of assistance and are not a means of inquiry about positions or application statuses.#LI-MM1 #CB #GD
Help us improve CareerBuilder by providing feedback about this job:Job ID: 2613
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Part-Time,Work From Home,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default3-dda8ce02d819e5cf6b0502863c9fa6a8041345990c1dbcbcc5c1732b6731a5c1.png,https://www.careerbuilder.com/company/cohnreznick-llp/CHM4LV743SMV6WZ94XS,#Scheduling#Financial Services#Management#Presentations#Leadership#Accounting,Assurance Senior Associate - Part Time,Other Great Industries,https://www.careerbuilder.com/job/J3Q87773YNBVBVLW2YP?ipath=CRJR146
CohnReznick LLP,"Get similar jobs sent to your emailGet similar jobs sent to your emailCohnReznick currently has an exciting career opportunity in theteam to be situated remotely and supporting clients nationally. We are looking for an experienced to join our team.   As a , you will serve as the engagement lead on specific client accounts, taking responsibility for pre-engagement planning, execution and final deliverables. You will develop detailed engagement work plans, illustrating budgets and schedules. You will develop a thorough understanding of all audit, tax and consulting services provided by the firm, and actively participate in proposals. In managing a team of staff associates, including interns, you will provide regular performance coaching and feedback, while developing individual technical and industry skills. You will gain the respect and confidence of the CohnReznick team through effective client management, timely and accurate communication, and clear and concise direction and leadership. CohnReznick does not accept unsolicited resumes from third-party recruiters unless such recruiters are currently engaged by CohnReznick Talent Acquisition Team by way of a written agreement to provide candidates for a specified opening. Any employment agency, person or entity that submits an unsolicited resume does so with the understanding that CohnReznick will have the right to hire that applicant at its discretion without any fee owed to the submitting employment agency, person or entity. CohnReznick is an organization committed to diversity and inclusion to drive our business results and create a better future every day for our diverse employees, clients, partners, and communities. We believe a diverse workforce allows us to match our growth ambitions and drive inclusion across the business. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, age, national origin, or protected veteran status and will not be discriminated against on the basis of disability.  For more information, please see [ Link removed ] - Equal Opportunity/Affirmative Action Employer Minorities/Females/Protected Veterans/Persons with Disabilities Employment is subject to verification of pre-screening tests, which may include background check and credit checkIf you are an individual with a disability in need of assistance at any time during our recruitment process, please contact us at [ Link removed ] -  Please note: This email address is reserved for individuals with disabilities in need of assistance and are not a means of inquiry about positions or application statuses.#LI-AW1 #CB#GD
Help us improve CareerBuilder by providing feedback about this job:Job ID: 2616
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default5-8e8a7d2224a22a7f1fe290c8d9116f74cce0e7e9956afcdfbb765cb094b270f2.png,https://www.careerbuilder.com/company/cohnreznick-llp/CHM4LV743SMV6WZ94XS,#Scheduling#Management#Presentations#Leadership#Accounting,Assurance Senior Associate [Renewable Energy],Other Great Industries,https://www.careerbuilder.com/job/J3Q87773YNBVBVLW2YP?ipath=CRJR146
CohnReznick LLP,"Get similar jobs sent to your emailGet similar jobs sent to your emailCohnReznick currently has an exciting opportunity for a  to join the  based in Tysons, VA.The Senior Associate works directly with all levels of the firm, including closely with Managers and Partners, and performs test work on multiple types of contract audits (“DCAA type audits”) ranging from $10M-$2B. In addition, they provide consulting services to government contractors in the areas of FAR, Indirect Rates, CAS and Business Systems. They demonstrate professional creativity in dealing with client matters and make constructive suggestions to improve client operations. The Senior Associate effectively analyzes transactions, recognizing potential allowability/allocability issues, conducts appropriate research, and works closely with managers on resolving the issue. Audit, Consulting and Accounting Project/Task and Engagement ManagementPersonal and Professional Development#LI-TK1 #CB #GD 
Help us improve CareerBuilder by providing feedback about this job:Job ID: 2346
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Contractor,Work From Home,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default3-dda8ce02d819e5cf6b0502863c9fa6a8041345990c1dbcbcc5c1732b6731a5c1.png,https://www.careerbuilder.com/company/cohnreznick-llp/CHM4LV743SMV6WZ94XS,#Scheduling#Auditing#Coordinating#Management#Creativity#Accounting,"Assurance Senior Associate, Government Contracting Practice",Other Great Industries,https://www.careerbuilder.com/job/J3Q87773YNBVBVLW2YP?ipath=CRJR146
CohnReznick LLP,"Get similar jobs sent to your emailGet similar jobs sent to your emailCohnReznick currently has an exciting career opportunity in the. We are looking for an experienced to join our team on a part-time basis.    As a , you will serve as the engagement lead on specific client accounts, taking responsibility for pre-engagement planning, execution and final deliverables. You will develop detailed engagement work plans, illustrating budgets and schedules. You will develop a thorough understanding of all audit, tax and consulting services provided by the firm, and actively participate in proposals. In managing a team of staff associates, including interns, you will provide regular performance coaching and feedback, while developing individual technical and industry skills. You will gain the respect and confidence of the CohnReznick team through effective client management, timely and accurate communication, and clear and concise direction and leadership. As a part-time employee, you will have flexible working hours and the ability to support the practice from a remote location. CohnReznick does not accept unsolicited resumes from third-party recruiters unless such recruiters are currently engaged by CohnReznick Talent Acquisition Team by way of a written agreement to provide candidates for a specified opening. Any employment agency, person or entity that submits an unsolicited resume does so with the understanding that CohnReznick will have the right to hire that applicant at its discretion without any fee owed to the submitting employment agency, person or entity. CohnReznick is an organization committed to diversity and inclusion to drive our business results and create a better future every day for our diverse employees, clients, partners, and communities. We believe a diverse workforce allows us to match our growth ambitions and drive inclusion across the business. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, age, national origin, or protected veteran status and will not be discriminated against on the basis of disability.  For more information, please see [ Link removed ] - Equal Opportunity/Affirmative Action Employer Minorities/Females/Protected Veterans/Persons with Disabilities Employment is subject to verification of pre-screening tests, which may include background check and credit checkIf you are an individual with a disability in need of assistance at any time during our recruitment process, please contact us at [ Email address blocked ] - . Please note: This email address is reserved for individuals with disabilities in need of assistance and are not a means of inquiry about positions or application statuses.#CB#LI-AW1
Help us improve CareerBuilder by providing feedback about this job:Job ID: 2610
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Part-Time,Work From Home,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default4-2f7ce52a07392fe81b1f18d06df6e62b632c9488b16d620bbc81654c18edb2fd.png,https://www.careerbuilder.com/company/cohnreznick-llp/CHM4LV743SMV6WZ94XS,#Scheduling#Financial Services#Management#Presentations#Leadership#Accounting,Assurance Senior Associate - Part-Time,Other Great Industries,https://www.careerbuilder.com/job/J3Q87773YNBVBVLW2YP?ipath=CRJR146
CohnReznick LLP,"Get similar jobs sent to your emailGet similar jobs sent to your emailOur  practice is looking for a dynamic  to join our team. This role can sit in one of our 25 national office locations, or may be available as a remote role.This diverse and dynamic assurance team consists of multiple Partners and collaborates closely with other offices nationally. Clients include residential real estate, HUD and low-income housing.CohnReznick is a top National Advisory, Assurance and Tax accounting, firm with a team of over 3,000 employees in 25 cities. As a member of our team, we will provide you with the necessary tools to take your career to the next level. Your success is our success.[ Link removed ] - [ Link removed ] - [ Link removed ] - [ Link removed ] - CohnReznick is an organization committed to diversity and inclusion to drive our business results and create a better future every day for our diverse employees, clients, partners, and communities. We believe a diverse workforce allows us to match our growth ambitions and drive inclusion across the business. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, age, national origin, or protected veteran status and will not be discriminated against on the basis of disability.  For more information, please see [ Link removed ] - Equal Opportunity/Affirmative Action Employer Minorities/Females/Protected Veterans/Persons with DisabilitiesEmployment is subject to verification of pre-screening tests, which may include background check and credit checkIf you are an individual with a disability in need of assistance at any time during our recruitment process, please contact us at [ Link removed ] -  Please note: This email address is reserved for individuals with disabilities in need of assistance and are not a means of inquiry about positions or application statuses.#CB#GD#LI-AW1
Help us improve CareerBuilder by providing feedback about this job:Job ID: 2635
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default3-dda8ce02d819e5cf6b0502863c9fa6a8041345990c1dbcbcc5c1732b6731a5c1.png,https://www.careerbuilder.com/company/cohnreznick-llp/CHM4LV743SMV6WZ94XS,#Presentations#Certified Public Accountant#Management#Budgeting#Auditing#Consulting,Assurance Senior Associate [Affordable Housing],Other Great Industries,https://www.careerbuilder.com/job/J3Q87773YNBVBVLW2YP?ipath=CRJR146
CohnReznick LLP,"Get similar jobs sent to your emailGet similar jobs sent to your emailVirtual CohnReznick currently has an exciting career opportunity in the Restructuring and Dispute Resolution Advisory team for Experienced Temporary ConsultantsA highly dedicated professional with impressive credentials and driven by new challenges and growth opportunitiesA team player who believes in providing world-class client service to great clientsLooking for a work environment that values and promotes camaraderie, collaboration and giving back to the communityOur Restructuring and Dispute Resolution Advisory Practice has opportunities available for Experienced Contractors to provide performance improvement, turnaround and crisis management, lender advisory, fraud forensics, and litigation support services. The ideal candidate is an experienced restructuring, crisis management or lit support professional with a minimum of 8 years of demonstrated success in one or more of these areas. You will be adept at providing tactful but effective client support while providing expertise in the areas of fast situational assessments, operational improvement, cash management and modeling, debt restructuring, bankruptcy, and investigative and forensic accounting.[ Link removed ] - [ Link removed ] - www.facebook.com/cohnreznick [ Link removed ] - .
Help us improve CareerBuilder by providing feedback about this job:Job ID: 2103
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Seasonal/Temp,Work From Home,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default4-2f7ce52a07392fe81b1f18d06df6e62b632c9488b16d620bbc81654c18edb2fd.png,https://www.careerbuilder.com/company/cohnreznick-llp/CHM4LV743SMV6WZ94XS,#Attention To Detail#Self Motivation#Microsoft Access#Coordinating#Microsoft Power Point#Finance,Restructuring and Dispute Resolution Advisory - Temporary Consultant,Other Great Industries,https://www.careerbuilder.com/job/J3Q87773YNBVBVLW2YP?ipath=CRJR146
CohnReznick LLP,"Get similar jobs sent to your emailGet similar jobs sent to your emailCohnReznick currently has an exciting career opportunity in the. We are looking for an experienced to join our team  on a part-time basis!   As a , you will serve as the engagement lead on specific client accounts, taking responsibility for pre-engagement planning, execution and final deliverables. You will develop detailed engagement work plans, illustrating budgets and schedules. You will develop a thorough understanding of all audit, tax and consulting services provided by the firm, and actively participate in proposals. In managing a team of staff associates, including interns, you will provide regular performance coaching and feedback, while developing individual technical and industry skills. You will gain the respect and confidence of the CohnReznick team through effective client management, timely and accurate communication, and clear and concise direction and leadership. As a part-time employee, you will have flexible working hours and the ability to support the practice from a remote location. CohnReznick does not accept unsolicited resumes from third-party recruiters unless such recruiters are currently engaged by CohnReznick Talent Acquisition Team by way of a written agreement to provide candidates for a specified opening. Any employment agency, person or entity that submits an unsolicited resume does so with the understanding that CohnReznick will have the right to hire that applicant at its discretion without any fee owed to the submitting employment agency, person or entity. CohnReznick is an organization committed to diversity and inclusion to drive our business results and create a better future every day for our diverse employees, clients, partners, and communities. We believe a diverse workforce allows us to match our growth ambitions and drive inclusion across the business. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, age, national origin, or protected veteran status and will not be discriminated against on the basis of disability.  For more information, please see [ Link removed ] - Equal Opportunity/Affirmative Action Employer Minorities/Females/Protected Veterans/Persons with Disabilities Employment is subject to verification of pre-screening tests, which may include background check and credit checkIf you are an individual with a disability in need of assistance at any time during our recruitment process, please contact us at [ Email address blocked ] - . Please note: This email address is reserved for individuals with disabilities in need of assistance and are not a means of inquiry about positions or application statuses.#LI-MM1 #CB #GD
Help us improve CareerBuilder by providing feedback about this job:Job ID: 2613
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://www.careerbuilder.com/cdn/optimized/us-production/a5707c6b0bc3dcb2d59d613708387dba.png,https://www.careerbuilder.com/company/cohnreznick-llp/CHM4LV743SMV6WZ94XS,#Scheduling#Financial Services#Management#Presentations#Leadership#Accounting,Assurance Senior Associate - Part Time,Other Great Industries,https://www.careerbuilder.com/job/J3Q87773YNBVBVLW2YP?ipath=CRJR146
CohnReznick LLP,"Get similar jobs sent to your emailGet similar jobs sent to your emailCohnReznick currently has an exciting career opportunity in the  available in multiple locations and for 100% remote work. We are looking for a to join our team.CohnReznick’s Cost Segregation practice is a high-quality, fast-paced practice supporting clients across a range of industries. Most of our clients are large real estate developers, investors, or syndicators. CohnReznick’s cost segregation team provides those clients with a high level of service to bring significant value. As ain the  you will be responsible for performing cost segregations studies about a wide variety of property types in various locations. [ Link removed ] - [ Link removed ] - [ Link removed ] - [ Link removed ] - CohnReznick is an organization committed to diversity and inclusion to drive our business results and create a better future every day for our diverse employees, clients, partners, and communities. We believe a diverse workforce allows us to match our growth ambitions and drive inclusion across the business. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, age, national origin, or protected veteran status and will not be discriminated against on the basis of disability.  For more information, please see [ Link removed ] - Equal Opportunity/Affirmative Action Employer Minorities/Females/Protected Veterans/Persons with DisabilitiesEmployment is subject to verification of pre-screening tests, which may include background check and credit checkIf you are an individual with a disability in need of assistance at any time during our recruitment process, please contact us at   Please note: This email address is reserved for individuals with disabilities in need of assistance and are not a means of inquiry about positions or application statuses.CohnReznick does not accept unsolicited resumes from third-party recruiters unless such recruiters are currently engaged by CohnReznick Talent Acquisition Team by way of a written agreement to provide candidates for a specified opening. Any employment agency, person or entity that submits an unsolicited resume does so with the understanding that CohnReznick will have the right to hire that applicant at its discretion without any fee owed to the submitting employment agency, person or entity.#LI-AW1 #CB # GD
Help us improve CareerBuilder by providing feedback about this job:Job ID: 2649
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://www.careerbuilder.com/cdn/optimized/us-production/a5707c6b0bc3dcb2d59d613708387dba.png,https://www.careerbuilder.com/company/cohnreznick-llp/CHM4LV743SMV6WZ94XS,#Analysis#Management#Project Management#Self Motivation#Attention To Detail#Team Working,Senior Consultant - Cost Segregation,Other Great Industries,https://www.careerbuilder.com/job/J3Q87773YNBVBVLW2YP?ipath=CRJR146
CohnReznick LLP,"Get similar jobs sent to your emailGet similar jobs sent to your emailCohnReznick is looking for a skilled communicator to play a key role as an on our team. We believe in strengthening communities –internally and externally – through the work that we do, and communications are critical to our success. Here you will be a driving force for employee engagement, executive communication effectiveness, and fostering an inclusive and innovative culture. The serves as a writer, idea-generator, project manager, and lead editor for our firm-wide internal communications. You will work closely with the Corporate Marketing Director, Strategic Communications Senior Manager, and other members of our marketing team to produce, execute, and measure a variety of communication campaigns and tactics. The successful candidate will be someone who loves to write and edit, who can collaborate effectively with our People and Culture professionals, various industry teams, and top management within the firm (including our new CEO) to produce content for a variety of internal and external channels.[ Link removed ] -  Connect with us:[ Link removed ] - [ Link removed ] - [ Link removed ] - [ Link removed ] - [ Link removed ] -  #CB #LI-JG1 #GD #LI-Remote
Help us improve CareerBuilder by providing feedback about this job:Job ID: 2634
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://www.careerbuilder.com/cdn/optimized/us-production/a5707c6b0bc3dcb2d59d613708387dba.png,https://www.careerbuilder.com/company/cohnreznick-llp/CHM4LV743SMV6WZ94XS,#Internal Communications#Communication#Public Relations#Management#Marketing#Press Releases,Internal Communications Senior Specialist,Other Great Industries,https://www.careerbuilder.com/job/J3Q87773YNBVBVLW2YP?ipath=CRJR146
CohnReznick LLP,"Get similar jobs sent to your emailGet similar jobs sent to your emailCohnReznick LLP is seeking a  for its growing and fast-paced  team. This opportunity is both full-time and remote.The  is part of the Enterprise Architecture discipline at CohnReznick. The solutions architect is accountable for proactively and holistically leading or supporting enterprise architecture activities for creating deliverables that guide the developing direction for managing a portfolio of solutions in response to disruptive forces, and driving achieving targeted business outcomes. Solutions include systems (including applications, technologies, processes and information), shared infrastructure services and shared application services (including custom developed applications).Solutions architects provide the necessary leadership, analysis, and design tasks related to the development of an enterprise's solutions architecture. This individual creates deliverables that help develop the direction for managing the organization's portfolio of 'as is' and 'to be' solutions — including systems (inclusive of applications, processes and information), shared infrastructure services, and shared application services and components to better match targeted business outcome objectives.Solutions architects leverage and use technology solutions to enable the organization's future-state business capabilities that, in turn, drive the organization's targeted outcomes. They facilitate and orchestrate the delivery of targeted business outcomes.Learn more:[ Link removed ] -  Connect with us:[ Link removed ] - [ Link removed ] - [ Link removed ] - [ Link removed ] -  [ Link removed ] -  #CB #LI-JG1 #GD #LI-Remote
Help us improve CareerBuilder by providing feedback about this job:Job ID: 2611
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://www.careerbuilder.com/cdn/optimized/us-production/a5707c6b0bc3dcb2d59d613708387dba.png,https://www.careerbuilder.com/company/cohnreznick-llp/CHM4LV743SMV6WZ94XS,#Systems Analysis#Application Development#Architecture#Infrastructure#Leadership#Information Technology,Solutions Architect,Other Great Industries,https://www.careerbuilder.com/job/J3Q87773YNBVBVLW2YP?ipath=CRJR146
CohnReznick LLP,"Get similar jobs sent to your emailGet similar jobs sent to your emailCohnReznick LLP is seeking an  for its growing and fast-paced team. This opportunity is both full-time and remote.CohnReznick is a top National Advisory, Assurance and Tax accounting, firm with a team of over 3,000 employees in 25 cities. As a member of our team, we will provide you with the necessary tools to take your career to the next level. Your success is our success!This position is responsible for the provisioning and development of new applications as well as the maintenance of CohnReznick’s existing custom applications primarily including though not limited to the Dynamics 365 CRM platform.  Learn more[ Link removed ] - Connect with us[ Link removed ] - [ Link removed ] - [ Link removed ] - CohnReznick is an organization committed to diversity and inclusion to drive our business results and create a better future every day for our diverse employees, clients, partners, and communities. We believe a diverse workforce allows us to match our growth ambitions and drive inclusion across the business. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, age, national origin, or protected veteran status and will not be discriminated against on the basis of disability.  For more information, please see [ Link removed ] -  Equal Opportunity/Affirmative Action Employer Minorities/Females/Protected Veterans/Persons with Disabilities Employment is subject to verification of pre-screening tests, which may include background check and credit check If you are an individual with a disability in need of assistance at any time during our recruitment process, please contact us at [ Link removed ] -  Please note: This email address is reserved for individuals with disabilities in need of assistance and are not a means of inquiry about positions or application statuses.#LI-JG1 #GD #CB #LI-Remote
Help us improve CareerBuilder by providing feedback about this job:Job ID: 2618
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://www.careerbuilder.com/cdn/optimized/us-production/a5707c6b0bc3dcb2d59d613708387dba.png,https://www.careerbuilder.com/company/cohnreznick-llp/CHM4LV743SMV6WZ94XS,#Software Quality Assurance (Sqa)#.Net Framework#Technical Debt#Systems Design#Business Process#Microsoft Share Point,Application Developer (Developer II),Other Great Industries,https://www.careerbuilder.com/job/J3Q87773YNBVBVLW2YP?ipath=CRJR146
"Elegant Enterprise-Wide Solutions, Inc","Get similar jobs sent to your emailGet similar jobs sent to your emailProject Manager (Water/Wastewater/Stormwater) 
Help us improve CareerBuilder by providing feedback about this job:Job ID: JPC-4960
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default3-dda8ce02d819e5cf6b0502863c9fa6a8041345990c1dbcbcc5c1732b6731a5c1.png,"https://www.careerbuilder.com/company/elegant-enterprise--wide-solutions,-inc/C2Y38G5ZNVNK28WY6ZW",#Stormwater#Civil Engineering#Professional Engineer#Reports#Wastewater#Hydraulics,Capacity Planning Consultant,MS - Jackson,https://www.careerbuilder.com/job/J3P34Y6874G2CB7M6R8?ipath=CRJR89
"Elegant Enterprise-Wide Solutions, Inc","Get similar jobs sent to your emailGet similar jobs sent to your email
Help us improve CareerBuilder by providing feedback about this job:Job ID: JPC - 3907
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default3-dda8ce02d819e5cf6b0502863c9fa6a8041345990c1dbcbcc5c1732b6731a5c1.png,"https://www.careerbuilder.com/company/elegant-enterprise--wide-solutions,-inc/C2Y38G5ZNVNK28WY6ZW",#C Sharp (Programming Language)#Visual Basic .Net (Programming Language)#Html5#Sql (Programming Language)#Microsoft Sql Servers#Application Programming Interface,.Net Developer,MS - Jackson,https://www.careerbuilder.com/job/J3P34Y6874G2CB7M6R8?ipath=CRJR89
Managed Care Staffers,"Get similar jobs sent to your emailGet similar jobs sent to your email
Help us improve CareerBuilder by providing feedback about this job:Job ID: CB-Post
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://www.careerbuilder.com/cdn/optimized/us-production/c740cfc20c9deff27e44940746c81b05.jpg,https://www.careerbuilder.com/company/managed-care-staffers/CHS4WC6T623MTTS78V9,#Licensed Practical Nurse#Lpn#Medical Records#Polish Language#Registered Nurse Certified#Rn,Staff Nurses (RNs or LPNs) Needed,Hospitality,https://www.careerbuilder.com/job/JD789F6YHJHVXZBQ9ZM?ipath=CRJR183
Managed Care Staffers,"Get similar jobs sent to your emailGet similar jobs sent to your email 
Help us improve CareerBuilder by providing feedback about this job:Job ID: CB-Post
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://www.careerbuilder.com/cdn/optimized/us-production/c740cfc20c9deff27e44940746c81b05.jpg,https://www.careerbuilder.com/company/managed-care-staffers/CHS4WC6T623MTTS78V9,#Claim Processing#Cpt Coding#Health Maintenance Organization#Hmo#Insurance Claim#Medical Claim,HMO Medical Claims Examiner - Work From Home,Hospitality,https://www.careerbuilder.com/job/JD789F6YHJHVXZBQ9ZM?ipath=CRJR183
